time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp_c,label
29395,-0.9290,-2.6983,10.1155,-4.5038,-17.8168,67.1145,40.91,On Head
29458,-0.9864,-2.5809,9.7061,-3.9237,-15.0382,68.0763,40.95,On Head
29521,-0.4214,-3.0430,10.3956,-10.3359,-14.1221,67.0382,41.24,On Head
29587,-1.1253,-2.9760,10.1945,1.8931,0.9160,65.3130,40.77,On Head
29650,-1.4868,-1.8914,10.5417,2.2443,12.0153,58.4580,40.91,On Head
29713,-2.8635,-1.6209,10.2017,-4.2137,6.3206,51.0229,40.95,On Head
29776,-4.0127,-0.9242,9.3446,5.8473,0.2901,48.4275,41.19,On Head
29839,-4.2521,-0.8835,8.9950,-16.5496,-8.5802,54.9466,41.05,On Head
29902,-3.6919,-1.5395,9.3063,-29.5878,-16.5496,67.0229,41.09,On Head
29965,-3.8595,-1.6688,9.1506,-22.4122,-17.7557,69.8321,40.91,On Head
30031,-3.9049,-2.2434,8.8466,-29.1298,-8.7786,64.7939,40.95,On Head
30094,-4.5274,-2.2769,8.9663,-30.9771,9.3588,70.6107,41.09,On Head
30157,-5.0901,-2.6719,9.1387,-24.8702,9.4351,77.5267,40.95,On Head
30220,-4.7118,-1.4653,10.2376,-15.4046,-1.8473,93.9542,41.24,On Head
30283,-4.5753,-0.5890,9.6774,-11.9084,-16.8092,66.7939,41.05,On Head
30346,-5.7245,-1.4916,9.2368,-30.8397,-3.3435,78.7328,41.05,On Head
30409,-5.5522,-1.6640,9.2273,-21.8473,-17.5878,84.4580,40.95,On Head
30475,-4.8195,-1.3024,8.8969,-8.0611,-54.3511,82.2595,41.38,On Head
30538,-3.6129,-0.5435,9.2344,-12.8397,-37.5725,79.0382,40.95,On Head
30601,-3.1603,-0.3208,9.9168,-21.6489,-28.1374,70.0458,40.95,On Head
30664,-3.2370,-1.0487,10.2065,-11.2824,-28.0916,57.2824,40.95,On Head
30727,-2.5762,-0.7159,10.2807,-1.7252,-47.7863,67.1298,41.28,On Head
30790,-1.5036,-0.3711,9.8043,0.3359,-37.0840,61.9389,40.91,On Head
30853,-1.2043,-0.2466,11.0229,5.7099,4.5954,57.0840,41.09,On Head
30932,-1.6568,0.0407,11.3318,23.2824,-11.4351,64.5343,41.24,On Head
30998,-0.3208,0.4812,10.0748,26.5344,-19.1298,60.6412,40.91,On Head
31061,-0.1293,1.4988,9.5768,17.1603,-8.7786,48.8092,41.19,On Head
31124,-0.2059,1.7933,9.3948,-10.6412,7.8168,32.4275,40.91,On Head
31187,-0.7949,0.8739,10.1203,-29.8168,9.0534,32.0305,41.05,On Head
31250,-0.5124,0.0239,10.8840,-31.7252,9.6336,27.0992,40.95,On Head
31313,-1.0582,-0.4477,10.8816,-23.0229,-2.7176,24.5802,40.91,On Head
31376,-1.1492,-0.0838,10.8936,-8.0000,0.7634,16.5038,41.28,On Head
31442,-0.9098,0.0120,10.3669,-8.7328,-14.2901,14.9771,41.09,On Head
31505,-0.5148,0.4429,10.3022,-5.2977,2.7481,25.9542,40.91,On Head
31568,0.1700,0.3136,10.6159,-9.7710,2.7634,27.1603,41.24,On Head
31631,-0.2777,0.7925,10.6566,-7.9542,5.3435,23.0076,40.91,On Head
31694,0.2897,0.5004,10.5943,-17.2824,2.7023,28.4733,41.05,On Head
31758,0.1437,0.4932,10.4267,-15.4809,19.5573,21.4198,41.05,On Head
31821,-0.5339,0.5698,10.5800,-18.8397,19.8168,11.1450,41.19,On Head
31884,-0.5770,-0.3998,11.0564,-20.0763,1.2519,6.7786,41.28,On Head
31950,-0.8404,-0.5914,10.8553,-3.2977,1.2061,5.4809,40.95,On Head
32013,-0.7638,-0.4429,10.8577,0.0916,19.2214,6.0916,41.09,On Head
32076,-1.8292,-0.4693,10.9367,1.8321,32.1985,-15.6794,40.77,On Head
32139,-1.9106,-1.4413,10.8793,4.0916,4.5191,-25.7252,40.91,On Head
32202,-2.4229,-0.6297,9.4236,19.1908,12.9313,-22.0305,41.09,On Head
32265,-1.9944,0.5746,8.9519,21.1145,12.1221,-27.5420,41.19,On Head
32328,-2.4325,1.3431,9.4762,13.5725,33.9695,-45.2366,41.05,On Head
32394,-4.9584,-0.7829,9.7157,-21.7099,30.6718,-69.3740,40.91,On Head
32457,-4.7836,-1.9992,10.7045,-16.1527,3.2824,-63.5420,41.05,On Head
32520,-3.1340,-0.6081,9.9288,24.3664,-3.4046,-55.7099,40.91,On Head
32583,-3.0718,-0.1221,8.4491,19.7405,24.3511,-84.9618,41.05,On Head
32646,-3.7397,-0.9050,9.0309,1.2672,19.5114,-102.0000,40.91,On Head
32709,-4.0749,-2.2505,10.0748,-4.6412,17.6641,-105.9847,41.05,On Head
32772,-4.2545,-2.6695,9.3015,13.0687,24.8855,-121.3282,41.09,On Head
32835,-3.3232,-1.6209,10.2041,25.3435,6.4122,-121.3588,41.05,On Head
32901,-1.9321,-1.4581,9.8378,7.9237,13.5878,-111.2214,40.77,On Head
32964,-1.2091,-3.2130,10.3884,-22.7481,18.3053,-83.1908,41.05,On Head
33027,-1.1109,-3.8355,10.8697,-14.5649,26.3206,-69.2824,40.95,On Head
33090,-2.4349,-3.0119,9.5768,18.5802,44.4275,-67.5725,40.91,On Head
33153,-2.1404,-2.1739,9.3661,21.4809,25.2214,-67.3893,40.95,On Head
33216,-2.5043,-1.3551,9.1339,13.8015,28.7023,-62.6718,41.19,On Head
33279,-2.5522,-2.7294,9.1506,-10.7481,16.5496,-67.1450,40.95,On Head
33345,-2.6600,-3.7733,9.4116,-31.2366,37.3893,-48.3817,40.95,On Head
33408,-2.1213,-4.0342,9.8545,-5.3435,45.5725,-46.6412,40.95,On Head
33487,-3.2394,-4.8004,8.6814,-3.9237,55.7557,-57.2519,41.24,On Head
33606,-4.3503,-4.6112,9.0980,16.0916,56.6107,-33.7252,41.19,On Head
33669,-4.4963,-3.7852,8.5784,18.5802,33.1298,-16.6107,40.91,On Head
33732,-4.5322,-3.8355,8.3151,9.6031,19.6031,-8.5649,40.95,On Head
33795,-5.0733,-4.0438,8.3175,12.2290,28.1527,-12.0153,40.95,On Head
33858,-5.9807,-4.4724,8.0828,15.0992,11.3130,-18.3053,41.09,On Head
33919,-5.9400,-4.6112,8.1762,17.3130,4.2901,-13.9847,40.91,On Head
33982,-4.9584,-4.3574,7.9775,21.1450,-7.7405,-6.1374,40.91,On Head
34045,-4.0749,-3.6296,7.9272,22.8244,-14.9160,-12.5802,41.19,On Head
34108,-3.4931,-3.2130,6.9216,11.5115,14.7481,-9.0076,41.09,On Head
34171,-4.0366,-3.4213,8.1068,4.0916,5.7252,-21.9542,41.05,On Head
34234,-4.4125,-3.4189,8.7628,15.3435,-9.9695,-34.6412,40.95,On Head
34297,-6.3039,-5.4708,8.6191,-11.8473,11.5267,-40.8092,40.91,On Head
34363,-5.3606,-5.6790,9.8138,23.2366,25.0687,-16.1527,40.95,On Head
34426,-4.2018,-3.8978,8.7700,44.6107,-21.0382,-17.7863,41.05,On Head
34489,-3.9289,-2.7701,8.0972,45.3130,-42.0305,-39.8015,41.09,On Head
34552,-3.9600,-2.8012,8.0565,36.8855,-6.2137,-49.5573,41.19,On Head
34615,-4.2353,-2.7102,8.8131,32.8702,25.2519,-40.6107,41.09,On Head
34678,-4.1875,-2.9999,9.8737,34.7176,6.0458,-40.8244,41.19,On Head
34741,-4.0270,-3.0023,9.6343,52.5344,-37.8931,-39.8321,41.19,On Head
34807,-2.7749,-1.5850,11.2982,53.0382,31.0534,-45.3435,41.24,On Head
34870,-2.6073,-1.3791,9.5098,45.4809,-17.9542,-42.5649,40.91,On Head
34933,-1.3120,-1.3192,10.3621,33.8931,14.5649,-42.6412,41.05,On Head
34996,-2.0662,-0.9505,9.2536,29.3282,-39.7099,-26.4122,41.05,On Head
35059,-0.2825,-1.1444,9.8282,26.6260,-5.4198,-15.0382,41.24,On Head
35122,-0.4405,-1.3384,10.8745,8.7023,0.5038,-17.1145,41.28,On Head
35185,-0.5531,-1.2785,11.0325,18.6107,-0.1374,-7.8473,41.09,On Head
35248,-1.1444,-0.6033,9.9766,19.5114,-1.0992,-0.2290,40.95,On Head
35314,-0.5243,-0.6488,10.6470,3.7863,-2.2748,15.4351,40.95,On Head
35377,-0.9002,0.1053,10.2496,8.9771,5.9389,28.0458,41.05,On Head
35440,-0.6416,0.2179,10.2639,-1.4504,12.8397,44.5344,41.05,On Head
35503,-0.9601,0.5028,10.5680,-10.3053,-8.9008,60.5649,40.95,On Head
35566,-0.8835,0.2897,10.7356,-13.5725,-7.5267,69.6641,40.95,On Head
35629,-1.8627,0.0910,10.7069,-17.4046,11.6183,72.5649,40.77,On Head
35692,-3.2106,-0.0527,10.7284,-25.8473,11.7405,83.6794,40.95,On Head
35758,-3.5003,0.1125,10.6087,-14.2290,6.7176,82.6718,41.09,On Head
35821,-4.8028,-0.3017,8.6646,-23.4962,-4.7481,88.4580,41.09,On Head
35884,-5.1427,-0.1030,9.5122,-33.8931,-8.0611,104.4427,41.19,On Head
35955,-3.1747,-1.4054,9.9599,-47.2672,-46.8855,170.7023,40.77,On Head
36018,-1.6951,-0.3136,9.5744,-3.6489,3.2214,137.4504,41.24,On Head
36081,-1.7789,1.6927,10.7045,12.0916,32.8092,107.8321,41.05,On Head
36144,-3.1077,3.0215,9.2536,7.2519,3.0534,96.3053,40.95,On Head
36207,-2.4732,1.5443,9.3541,-36.3817,-2.9771,89.8321,40.86,On Head
36273,-2.7222,1.3527,10.6566,-18.2290,9.7252,75.1908,41.28,On Head
36336,-2.6025,1.4557,10.3358,-16.7634,-3.8321,70.0000,40.91,On Head
36399,-2.1021,2.0877,9.9575,-15.6031,-9.8473,72.5191,40.91,On Head
36462,-1.6688,2.1141,9.9790,-21.4809,14.5954,58.9618,40.91,On Head
36525,-2.5019,1.5850,10.6159,-29.7252,20.4733,49.9847,41.24,On Head
36588,-3.1699,0.2514,10.4387,-22.0305,-9.8626,47.4046,41.05,On Head
36651,-1.8507,-0.2538,10.3453,-21.9084,-22.2290,57.1298,41.05,On Head
36717,-1.3719,-0.3879,10.4579,-14.2137,-2.1374,55.6031,41.05,On Head
36780,-1.0127,-0.5938,10.8170,-15.6794,-17.2519,66.9466,40.95,On Head
36843,-0.6512,-0.7470,10.2448,-14.7939,-14.1374,76.4580,41.09,On Head
36906,0.1341,-1.0271,10.5369,-15.6031,3.6794,81.7557,41.09,On Head
36969,-0.5363,-0.3328,10.7452,-5.6947,21.0229,77.0076,40.95,On Head
37032,-1.2809,0.4070,10.4794,-10.9008,13.6489,82.8855,41.38,On Head
37095,-0.9649,0.4717,10.0485,-20.2901,9.8473,87.0840,41.24,On Head
37158,-0.5267,0.6249,10.5991,-23.0687,12.5496,75.3282,40.91,On Head
37224,-1.3479,-0.0048,10.3837,-30.6565,15.0992,82.1985,41.09,On Head
37287,-1.2929,-0.1293,11.2025,-22.4886,15.7710,78.5649,40.95,On Head
37350,-2.2649,0.5243,10.2783,-14.5496,8.6412,78.5496,40.91,On Head
37413,-1.7478,0.3831,10.3645,-18.7328,13.4656,81.4809,40.72,On Head
37476,-1.8172,0.4836,10.5129,-18.1832,21.6947,76.8855,41.19,On Head
37539,-1.7933,0.9290,10.5441,-8.3969,3.5420,68.4885,40.95,On Head
37602,-1.3408,0.4501,10.0963,-20.4122,-22.7023,57.2977,41.05,On Head
37668,-0.9194,0.1125,10.7739,-16.0153,-12.1985,53.4504,40.91,On Head
37731,-1.2977,-0.5411,10.8481,-7.7405,-9.3740,51.0687,40.91,On Head
37794,0.0120,-0.0072,12.4020,3.5725,65.1298,43.7099,41.05,On Head
37857,-3.0239,1.3623,10.9176,13.2061,19.0992,43.1908,40.95,On Head
37920,-2.4948,1.4605,9.3637,7.3740,-51.0382,46.7328,41.19,On Head
37983,-0.3543,1.2115,9.4044,-8.3359,-27.4198,26.2443,41.05,On Head
38046,-1.5562,1.5778,8.7221,-2.3511,2.9160,24.5802,41.09,On Head
38112,0.0431,1.6783,10.2975,-20.0916,5.4962,43.1603,41.09,On Head
38175,-1.5969,1.5443,10.9415,-14.7023,14.8855,14.4733,40.86,On Head
38238,-3.7565,0.6871,12.0859,-21.6489,32.0305,24.3511,41.09,On Head
38301,-5.0135,0.0838,10.7069,-10.4733,18.4122,42.9618,40.77,On Head
38364,-2.6049,0.4908,10.0963,9.9237,-22.6718,25.2061,41.09,On Head
38427,-1.7454,2.2769,9.4332,19.8779,-23.1450,17.8626,40.86,On Head
38490,-0.9936,2.8228,9.2895,7.0534,5.9389,4.5038,40.95,On Head
38561,-1.9848,2.7916,10.2185,-11.1908,22.1069,-10.5191,41.28,On Head
38627,-2.0087,1.7382,9.7803,-26.9160,-17.9695,-15.6641,41.09,On Head
38690,-2.1883,0.5578,9.8378,-23.9237,-30.7786,-28.0153,40.86,On Head
38753,-1.2402,0.3639,10.5441,-2.9618,-8.0763,-22.5496,41.19,On Head
38816,-1.2665,0.1915,10.8242,4.3969,23.6489,-38.7939,41.24,On Head
38879,-1.7454,-0.7087,10.6494,-8.3817,-26.8092,-42.4275,40.95,On Head
38942,0.0718,-1.2354,12.0261,-11.0076,-10.5496,-9.7710,41.05,On Head
39005,0.3974,-0.7542,12.1386,13.2519,-2.0000,-14.6260,41.05,On Head
39071,0.2011,-0.5842,10.8673,14.8397,-0.0763,-10.7786,40.95,On Head
39134,0.3519,0.1724,10.3932,20.3969,-25.4046,-4.9924,41.05,On Head
39197,0.6919,1.1181,9.6845,20.9618,-7.0687,-14.5191,41.09,On Head
39260,1.0247,1.2977,10.4531,8.8702,3.6031,-17.3435,41.24,On Head
39323,0.5770,1.1277,11.0301,4.9466,20.4886,-8.8855,41.09,On Head
39386,0.5578,1.1612,10.2663,12.4122,7.6183,-12.2748,41.19,On Head
39449,0.6967,1.8004,9.5768,9.3130,17.8931,-20.9771,41.05,On Head
39512,-0.0431,2.3320,9.6678,-7.8473,37.1756,-33.0992,41.19,On Head
39578,-1.2019,1.1947,10.3118,-25.1450,12.2290,-39.9847,41.19,On Head
39641,-1.7957,0.2442,11.1977,-26.5954,0.4427,-29.3130,41.05,On Head
39704,-2.0375,-0.2849,11.9399,-12.3817,-3.9084,-23.2824,40.77,On Head
39767,-3.2226,-0.3136,10.5943,9.5267,-1.8626,-14.3359,40.95,On Head
39830,-3.3112,-0.1748,10.4914,7.5573,-14.7176,-7.0382,40.95,On Head
39893,-2.9401,0.5435,10.2400,13.0534,3.5115,-8.1679,40.67,On Head
39956,-2.2577,0.7398,10.6374,17.1756,-10.9771,-23.8473,40.95,On Head
40022,-1.9609,1.9369,10.1562,14.7328,-23.2519,-28.7023,41.09,On Head
40085,-1.9776,1.8316,9.3446,13.4198,-12.0916,-20.9008,41.19,On Head
40148,-0.8619,1.8411,9.9503,5.4809,-16.7023,-40.9771,41.09,On Head
40211,-0.8380,2.3152,10.2065,11.9695,-1.2672,-50.7939,41.09,On Head
40274,-1.4581,2.6528,9.5265,6.4885,28.7023,-52.6565,41.09,On Head
40337,-1.8842,2.3511,9.3661,-10.6260,15.6641,-61.5725,41.19,On Head
40400,-1.8411,1.4772,9.4475,-17.1450,3.3435,-75.4962,40.95,On Head
40463,-2.6911,0.4166,9.6989,-22.1069,9.8015,-84.4580,41.05,On Head
40529,-2.6552,-0.7638,11.1546,-9.4198,39.1908,-87.6794,40.91,On Head
40592,-3.0765,-0.9457,12.0117,5.6794,29.8473,-76.6565,41.09,On Head
40655,-4.2449,-2.2984,9.2392,16.2901,48.2901,-78.9160,40.95,On Head
40718,-4.1013,0.5938,11.7675,47.2519,31.1603,-20.0458,41.24,On Head
40781,-2.2553,2.1931,9.1219,61.4351,-27.5725,-16.9924,40.95,On Head
40844,-1.3958,1.6951,8.5234,-3.2977,-55.3893,-45.3893,41.24,On Head
40907,-1.1468,0.8571,10.6470,-24.9466,-48.3206,-43.7863,40.91,On Head
40973,-0.9984,0.3280,10.5177,-7.4809,-17.2061,-37.6183,41.09,On Head
41036,-0.5411,0.3783,11.3150,-3.7405,-16.3359,-48.2290,40.91,On Head
41115,0.0742,0.2131,10.4483,-8.9618,-38.5954,-64.8244,41.09,On Head
41178,-0.3041,1.3168,9.5529,-9.8168,-21.3130,-50.9160,41.05,On Head
